k,termino_racionalizado,termino_sustractivo,diferencia_absoluta,error_relativo
3596,0.0001390433788469047,0.00013904337902204134,1.7513662503750027e-13,1.2595826316212902e-09
3615,0.00013831258379939546,0.00013831258365826216,1.4113330729786933e-13,1.0203938312841077e-09
3634,0.0001375894305268504,0.00013758943032371462,2.0313576667117805e-13,1.4763907801154565e-09
3652,0.00013691127892323407,0.00013691127878701081,1.362232538142799e-13,9.949746645100005e-10
3671,0.00013620266704560523,0.00013620266690850258,1.371026501963829e-13,1.0066076764155897e-09
3690,0.00013550135252566174,0.00013550135236073402,1.6492772317126814e-13,1.2171666193518882e-09
3710,0.00013477088704000106,0.00013477088714353158,1.0353051966074944e-13,7.681964698356609e-10
3729,0.00013408420247002233,0.0001340842022727884,1.9723393925030752e-13,1.470970745374749e-09
3748,0.0001334044800164414,0.00013340448003873462,2.229322954537538e-14,1.6711005164615057e-10
3768,0.00013269638832161205,0.0001326963883911958,6.958374306441362e-14,5.243830969669324e-10
3787,0.00013203062880484724,0.00013203062871980364,8.504359868231892e-14,6.441202276482434e-10
3807,0.00013133700850414897,0.00013133700849721208,6.93688812988813e-15,5.281746713203835e-11
3827,0.00013065063795798416,0.00013065063785688835,1.0109580815716168e-13,7.737873288431474e-10
3847,0.00012997140409506553,0.00012997140402148943,7.357610072415699e-14,5.66094528534453e-10
3867,0.0001292991961833098,0.0001292991960326617,1.5064807582822193e-13,1.1651122379341435e-09
3887,0.00012863390576965761,0.00012863390566053567,1.0912193999963737e-13,8.483139755939623e-10
3907,0.00012797542662174177,0.00012797542649423121,1.2751055094607777e-13,9.963674614108688e-10
3927,0.00012732365467133777,0.00012732365485135233,1.800145590317298e-13,1.4138343695553175e-09
3948,0.00012664640121082688,0.00012664640098591917,2.249077118120224e-13,1.7758713209514811e-09
3968,0.00012600806251536898,0.00012600806257978547,6.441648972045633e-14,5.112092705385384e-10
3989,0.00012534469594995077,0.00012534469578895369,1.609970837201935e-13,1.2844347540998342e-09
4010,0.00012468827736319618,0.00012468827753764344,1.7444726219117968e-13,1.3990670645247898e-09
4030,0.00012406947699835792,0.00012406947689669323,1.0166468903706483e-13,8.194174062522273e-10
4051,0.0001234263126099661,0.00012342631271167193,1.0170583450951065e-13,8.240206837492315e-10
4072,0.00012278978203863819,0.000122789781926258,1.1238018436839081e-13,9.152242352953131e-10
4094,0.00012212994444116715,0.00012212994442961644,1.1550710474900194e-14,9.457721877917042e-11
4115,0.00012150668107364842,0.00012150668135291198,2.79263564313334e-13,2.2983391682311276e-09
4136,0.00012088974678260024,0.00012088974654034246,2.422577790499661e-13,2.003956377587801e-09
4158,0.00012025011851129256,0.000120250118925469,4.1417643782942076e-13,3.444291306794229e-09
4179,0.00011964584657631866,0.00011964584700763226,4.313135948657426e-13,3.604919077492757e-09
4201,0.00011901927943756381,0.00011901927973667625,2.9911244650831365e-13,2.513142811162999e-09
4223,0.00011839924058508404,0.00011839924081868958,2.336055340054072e-13,1.9730323678683868e-09
4245,0.00011778562851902777,0.00011778562839026563,1.2876214038146788e-13,1.093190587004992e-09
4267,0.00011717834383281412,0.00011717834422597662,3.931624990849425e-13,3.35524881326103e-09
4289,0.00011657728915944693,0.00011657728919090005,3.1453111599619166e-14,2.6980479496825167e-10
4311,0.00011598236911947228,0.00011598236869758694,4.2188534566875435e-13,3.637495499287262e-09
4334,0.00011536686510042529,0.000115366865429678,3.2925271124979727e-13,2.853962539098096e-09
4356,0.00011478420418096722,0.00011478420401545009,1.6551713612981273e-13,1.4419853089616812e-09
4379,0.00011418131844743395,0.00011418131816753885,2.7989509852627964e-13,2.4513213048519484e-09
4402,0.00011358473274630946,0.00011358473238942679,3.568826684912166e-13,3.1419950539330935e-09
4424,0.00011301989005724507,0.00011301988979539601,2.618490548087632e-13,2.3168404665420883e-09
4447,0.00011243534825256268,0.00011243534845561953,2.0305685030554826e-13,1.805987649448314e-09
4471,0.0001118318035667242,0.00011183180322404951,3.4267468691177166e-13,3.0641970886869905e-09
4494,0.00011125945567660588,0.0001112594554797397,1.9686617787340044e-13,1.7694332286293467e-09
4517,0.00011069293643425656,0.00011069293668697355,2.527169960927708e-13,2.283045370676078e-09
4541,0.0001101079044127119,0.00011010790422005812,1.9265378138275113e-13,1.7496816637308497e-09
4564,0.00010955302234861254,0.00010955302241200116,6.338861185083144e-14,5.786112559188034e-10
4588,0.00010897994639531074,0.00010897994616243523,2.328755135776184e-13,2.1368657379669873e-09
4612,0.00010841283480557863,0.00010841283437912352,4.2645510874798204e-13,3.9336219693245936e-09
4636,0.00010785159494909765,0.00010785159520310117,2.5400352394316927e-13,2.355120701395751e-09
4660,0.00010729613610381323,0.00010729613586590858,2.3790465311732817e-13,2.2172713925797484e-09
4684,0.00010674636940704662,0.00010674636905605439,3.5099222519315715e-13,3.2880952030766416e-09
4708,0.00010620220780810228,0.00010620220746204723,3.4605505310272844e-13,3.2584544167671018e-09
4733,0.00010564124116204609,0.0001056412411344354,2.7610685547803382e-14,2.613627523123339e-10
4757,0.00010510826034814522,0.00010510825995879713,3.893480861067583e-13,3.7042577321433985e-09
4782,0.00010455876088116538,0.00010455876054038526,3.4078011137798903e-13,3.2592210208506327e-09
4807,0.00010401497703150454,0.00010401497729617404,2.64669498340267e-13,2.5445325845729183e-09
4832,0.00010347682008407984,0.00010347682018618798,1.0210814127813855e-13,9.867730878777569e-10
4857,0.00010294420315034909,0.00010294420280843042,3.419186727368975e-13,3.3213980221647676e-09
4882,0.00010241704112154339,0.0001024170414893888,3.6784540257545073e-13,3.5916425484203388e-09
4908,0.00010187448957025147,0.00010187448970100377,1.3075230188928227e-13,1.2834646086655187e-09
4933,0.00010135819883706827,0.00010135819866263773,1.7443053837266909e-13,1.7209317092647183e-09
4959,0.0001008267785676508,0.0001008267781799077,3.8774310097324655e-13,3.845636114547547e-09
4985,0.00010030090169907012,0.00010030090197687969,2.77809567884868e-13,2.7697614196766843e-09
5011,9.97804819441085e-05,9.97804818325676e-05,1.1154090346666978e-13,1.1178629456725697e-09
5037,9.926543479713851e-05,9.926543498295359e-05,1.8581508131210872e-13,1.8719011475831984e-09
5063,9.875567748837805e-05,9.87556777545251e-05,2.6614704906093023e-13,2.695005045074512e-09
5089,9.82511289395476e-05,9.825112920225365e-05,2.627060488634772e-13,2.6738221911436374e-09
5115,9.77517097208801e-05,9.77517092906055e-05,4.302745903713226e-13,4.401709101558706e-09
5142,9.723842770757372e-05,9.723842777020764e-05,6.263391227109144e-14,6.441271598863275e-10
5169,9.673050789738913e-05,9.673050772107672e-05,1.763124151885065e-13,1.8227177652735695e-09
5196,9.622786669940316e-05,9.622786637919489e-05,3.202082696218689e-13,3.3276043687234202e-09
5223,9.57304222511666e-05,9.5730421890039e-05,3.611276045995676e-13,3.772338992217981e-09
5250,9.523809437425766e-05,9.523809421807528e-05,1.5618238581767419e-13,1.6399150659600917e-09
5277,9.475080453120001e-05,9.475080423726467e-05,2.939353404771139e-13,3.1021936112460704e-09
5304,9.42684757836967e-05,9.426847555005224e-05,2.336444568633994e-13,2.4785004204322472e-09
5332,9.377344253624732e-05,9.377344213135075e-05,4.048965752522643e-13,4.317817116458692e-09
5360,9.32835812778147e-05,9.328358100901823e-05,2.6879645969972443e-13,2.881498073055342e-09
5388,9.27988113760561e-05,9.279881123802625e-05,1.380298598942925e-13,1.487409783029903e-09
5416,9.231905386606281e-05,9.231905369233573e-05,1.7372708089810618e-13,1.8818117563266056e-09
5444,9.184423140747953e-05,9.184423106489703e-05,3.425825026220561e-13,3.730038320013173e-09
5472,9.137426824294071e-05,9.13742678676499e-05,3.7529080862928887e-13,4.10718264393086e-09
5500,9.090909015777612e-05,9.090909043152351e-05,2.7374738760521655e-13,3.011221288543508e-09
5529,9.04322654930372e-05,9.043226509675151e-05,3.962856925205857e-13,4.3821272237296495e-09
5558,8.996041668829826e-05,8.996041651698761e-05,1.7131065175365195e-13,1.9042892203047727e-09
5587,8.94934662601503e-05,8.949346647568746e-05,2.1553715572313753e-13,2.408412197339506e-09
5616,8.903133832562507e-05,8.90313385752961e-05,2.4967103850939004e-13,2.8043051267660156e-09
5645,8.857395856108539e-05,8.857395823724801e-05,3.2383737889624814e-13,3.6561240364221996e-09
5674,8.812125416237616e-05,8.812125452095643e-05,3.585802715953129e-13,4.069168953662154e-09
5704,8.765778333766769e-05,8.765778329689056e-05,4.07771283102501e-14,4.6518548333776585e-10
5733,8.721437226527588e-05,8.721437188796699e-05,3.7730888834304477e-13,4.326223746648109e-09
5763,8.676036721088311e-05,8.676036759425187e-05,3.8336876533560937e-13,4.418708422519448e-09
5793,8.631106443556017e-05,8.631106447865022e-05,4.3090056804813426e-14,4.99241401859717e-10
5823,8.58663912611165e-05,8.58663916005753e-05,3.3945879419038094e-13,3.953337146289278e-09
5853,8.542627649943203e-05,8.542627620045096e-05,2.989810683100627e-13,3.4998724111784334e-09
5884,8.497620604852517e-05,8.497620638081571e-05,3.322905373168844e-13,3.910395071381885e-09
5914,8.454514650423725e-05,8.454514681943692e-05,3.151996757133277e-13,3.728181790985843e-09
5945,8.410428872384092e-05,8.410428836214123e-05,3.616996838758796e-13,4.300609271704703e-09
5976,8.366800476904827e-05,8.366800466319546e-05,1.0585281295157761e-13,1.2651528292537492e-09
6007,8.323622382817805e-05,8.323622387251817e-05,4.43401148046349e-14,5.327021429535874e-10
6038,8.280887654378021e-05,8.280887686851202e-05,3.247318050309672e-13,3.9214613044446365e-09
6070,8.237232234059312e-05,8.237232214014512e-05,2.0044800238053218e-13,2.433438765411028e-09
6101,8.195377751873286e-05,8.195377722586272e-05,2.928701389477012e-13,3.5736014594416643e-09
6133,8.152616935867305e-05,8.152616919687716e-05,1.6179588322329935e-13,1.9845883168075887e-09
6165,8.110300027755908e-05,8.110300041153096e-05,1.3397188089805945e-13,1.6518733023385943e-09
6197,8.068420150799255e-05,8.068420174822677e-05,2.4023422411523915e-13,2.9774629930673806e-09
6229,8.026970569567942e-05,8.026970590435667e-05,2.0867724594749587e-13,2.5997011467643647e-09
6261,7.985944686331806e-05,7.985944648680743e-05,3.7651063094102516e-13,4.714666150711448e-09
6294,7.944073670870427e-05,7.944073695398401e-05,2.4527974866028063e-13,3.0875814956208168e-09
6327,7.902639432233515e-05,7.902639390522381e-05,4.1711133245275755e-13,5.278126833819999e-09
6359,7.862871472067347e-05,7.86287146183895e-05,1.0228397176546139e-13,1.3008475609555952e-09
6392,7.822277799446159e-05,7.822277802915778e-05,3.469619069048496e-14,4.435561045011922e-10
6426,7.78089008672405e-05,7.780890064168489e-05,2.2555561747777259e-13,2.898840813374568e-09
6459,7.741136352434438e-05,7.741136323602404e-05,2.883203387409744e-13,3.724522158175178e-09
6493,7.70060060118647e-05,7.700600599491736e-05,1.694734034097395e-14,2.200781629729347e-10
6526,7.661661003140477e-05,7.661661038582679e-05,3.544220174506521e-13,4.6259161989205245e-09
6560,7.621951175233125e-05,7.62195113566122e-05,3.957190478076633e-13,5.191833937398056e-09
6594,7.582650851155146e-05,7.58265086915344e-05,1.799829409858747e-13,2.3736150393691935e-09
6629,7.542615736241476e-05,7.542615730926627e-05,5.314848496203173e-14,7.046426176354026e-10
6663,7.504127227741313e-05,7.50412718844018e-05,3.930113341970437e-13,5.237269069001875e-09
6698,7.464914858371935e-05,7.464914870070061e-05,1.1698125378534902e-13,1.5670808844410867e-09
6732,7.427213268595144e-05,7.427213313349057e-05,4.4753912761038434e-13,6.025666847385901e-09
6767,7.388798541012011e-05,7.388798530882923e-05,1.0129088323304614e-13,1.3708708211602256e-09
6803,7.34969862265319e-05,7.349698626057943e-05,3.40475396357412e-14,4.6325082678628633e-10
6838,7.312079516330428e-05,7.31207956050639e-05,4.417596252996245e-13,6.041504667899479e-09
6873,7.274843552361888e-05,7.274843574123224e-05,2.176133622258658e-13,2.991313292987783e-09
6909,7.236937290220537e-05,7.236937290144851e-05,7.568544315578185e-16,1.0458214590039017e-11
6945,7.19942400876047e-05,7.199423998827115e-05,9.93335594985309e-14,1.3797431485860384e-09
6981,7.162297628349444e-05,7.162297606555512e-05,2.1793931405649641e-13,3.0428687184662652e-09
7017,7.125552194118929e-05,7.125552201614482e-05,7.49555311482103e-14,1.051925929474979e-09
7054,7.088176885283349e-05,7.088176880643005e-05,4.640344640656491e-14,6.54659825192976e-10
7091,7.051191616331052e-05,7.051191641949117e-05,2.561806561156288e-13,3.633154083095636e-09
7127,7.015574541028282e-05,7.015574556135107e-05,1.5106824482764153e-13,2.1533267723715077e-09
7164,6.979341116198211e-05,6.979341105761705e-05,1.0436505717796585e-13,1.4953425465298881e-09
7202,6.942515934324821e-05,6.94251593813533e-05,3.810508495110526e-14,5.488656462811718e-10
7239,6.907031324970935e-05,6.907031365699368e-05,4.072843272492563e-13,5.896662518045988e-09
7277,6.870963276618019e-05,6.870963261462748e-05,1.5155270701588952e-13,2.2056981083223867e-09
7315,6.835269961229722e-05,6.835269959992729e-05,1.2369933636430241e-14,1.809721299464928e-10
7353,6.799945568992752e-05,6.799945549573749e-05,1.941900280985273e-13,2.8557585664217586e-09
7391,6.764984409575826e-05,6.764984391338658e-05,1.8237168231734907e-13,2.6958182203524698e-09
7429,6.730380909073881e-05,6.730380937369773e-05,2.829589183404521e-13,4.204203627746651e-09
7468,6.695232964096048e-05,6.695232968922937e-05,4.8268897559489155e-14,7.20944257180245e-10
7507,6.660450216889838e-05,6.660450253548333e-05,3.6658494978730055e-13,5.503906460522738e-09
7546,6.626027005099236e-05,6.62602697047987e-05,3.4619365479795355e-13,5.2247546611496e-09
7585,6.591957782825374e-05,6.591957753698807e-05,2.9126566881022137e-13,4.418500215051168e-09
7624,6.558237117647905e-05,6.558237146236934e-05,2.8589028930672833e-13,4.3592551500983565e-09
7664,6.524008322962758e-05,6.52400831313571e-05,9.82704857158817e-14,1.5062900114642094e-09
7704,6.490134967470242e-05,6.490135001513408e-05,3.4043166235227934e-13,5.245371075618394e-09
7744,6.456611543331719e-05,6.45661157250288e-05,2.9171160116376466e-13,4.518029297659072e-09
7784,6.423432655922093e-05,6.423432660085382e-05,4.163288908499291e-14,6.4814081994943e-10
7824,6.390593020935788e-05,6.390592989191646e-05,3.1744142633526734e-13,4.967323459580653e-09
7865,6.35727905885887e-05,6.357279016810935e-05,4.2047935229147515e-13,6.61414023827595e-09
7906,6.324310624843849e-05,6.324310652416898e-05,2.7573048824638263e-13,4.359850497589855e-09
7947,6.291682370966864e-05,6.291682348091854e-05,2.287500972062567e-13,3.635754059388474e-09
7988,6.259389059101181e-05,6.259389101614943e-05,4.2513761337303196e-13,6.791998537858577e-09
8030,6.22665003812505e-05,6.226650020835223e-05,1.728982760998768e-13,2.7767463249297914e-09
8071,6.195019180784127e-05,6.195019159349613e-05,2.143451431971255e-13,3.4599593147667223e-09
8113,6.162948331084721e-05,6.162948375276756e-05,4.419203447191683e-13,7.170599540648547e-09
8156,6.1304560828945e-05,6.130456040409626e-05,4.2484874125670036e-13,6.930132693424461e-09
8198,6.099048525738965e-05,6.099048550822772e-05,2.5083807372785344e-13,4.112741072140621e-09
8240,6.067961142706219e-05,6.0679611124214716e-05,3.0284747555868116e-13,4.9909264155837315e-09
8283,6.036460197730983e-05,6.036460217728745e-05,1.9997762126799934e-13,3.3128292859972473e-09
8326,6.0052846288353096e-05,6.005284558341373e-05,7.049393688685242e-13,1.173865041273228e-08
8370,5.973715629817636e-05,5.973715633444954e-05,3.6273176302892285e-14,6.072129734772731e-10
8413,5.943183147913094e-05,5.943183168710675e-05,2.0797580779947922e-13,3.499400954394421e-09
8457,5.912262010787016e-05,5.912261985940859e-05,2.48461570328401e-13,4.202479015224273e-09
8501,5.881660960714072e-05,5.8816609453060664e-05,1.540800568188526e-13,2.619669135096598e-09
8545,5.8513750531079045e-05,5.8513751355349086e-05,8.242700413278042e-13,1.4086775054523307e-08
8589,5.821399444703288e-05,5.8213994634570554e-05,1.8753767527628085e-13,3.22152219681327e-09
8634,5.791058586091986e-05,5.79105853830697e-05,4.77850160970298e-13,8.251516607307687e-09
8679,5.761032357881384e-05,5.7610322983236983e-05,5.955768579593394e-13,1.033802313476959e-08
8724,5.7313158913067504e-05,5.7313158322358504e-05,5.907090002690504e-13,1.0306690670549791e-08
8769,5.701904417543782e-05,5.701904410670977e-05,6.872805005230659e-14,1.2053525457361608e-09
8815,5.672149726504095e-05,5.672149745805655e-05,1.9301559997650028e-13,3.4028650385338332e-09
8861,5.6427039657825825e-05,5.6427039453410544e-05,2.0441528108877324e-13,3.6226476229897883e-09
8907,5.6135623489883905e-05,5.613562279904727e-05,6.908366362149733e-13,1.2306563876314077e-08
8953,5.584720188099464e-05,5.5847202020231634e-05,1.392369970406107e-13,2.4931776767851723e-09
8999,5.556172890948407e-05,5.5561728004249744e-05,9.052343225598829e-13,1.6292407387729158e-08
9046,5.5273048692509955e-05,5.5273048928938806e-05,2.3642885067266806e-13,4.277470779438054e-09
9093,5.498735274257072e-05,5.498735299624968e-05,2.5367896124657216e-13,4.613405603179295e-09
9140,5.4704595022287054e-05,5.470459473144729e-05,2.9083976709181475e-13,5.316550958348645e-09
9188,5.4418806978591284e-05,5.441880784928799e-05,8.706967032133875e-13,1.5999922665631484e-08
9236,5.413598944723336e-05,5.4135989557835273e-05,1.1060191662266156e-13,2.0430386098413486e-09
9284,5.3856096353916464e-05,5.385609620134346e-05,1.5257300224657058e-13,2.832975513931309e-09
9332,5.3579082572293285e-05,5.3579082305077463e-05,2.6721582168124855e-13,4.987316110176002e-09
9380,5.330490389971148e-05,5.330490421329159e-05,3.135801148368596e-13,5.882762971054843e-09
9429,5.302789252243306e-05,5.3027892136015e-05,3.864180636169341e-13,7.287071864179079e-09
9478,5.275374536912019e-05,5.275374496704899e-05,4.020712053771393e-13,7.621661790339814e-09
9527,5.24824182452816e-05,5.248241905064788e-05,8.053662784953709e-13,1.534544911271837e-08
9577,5.220841585435321e-05,5.220841558184475e-05,2.725084630064538e-13,5.21962711465285e-09
9627,5.193725965007381e-05,5.1937258831458166e-05,8.186156423952221e-13,1.576162562119426e-08
9677,5.1668905514639055e-05,5.166890514374245e-05,3.708966049868409e-13,7.17833291207914e-09
9727,5.1403310237365056e-05,5.140331086295191e-05,6.255868558097989e-13,1.2170166725081062e-08
9777,5.1140431491493104e-05,5.114043233334087e-05,8.418477639169156e-13,1.6461491218683825e-08
9828,5.087505074337246e-05,5.0875050874310546e-05,1.3093808670780124e-13,2.5737190389900236e-09
9879,5.0612410033322396e-05,5.0612410632311366e-05,5.989889709451593e-13,1.1834824118250733e-08
9931,5.034739691194943e-05,5.034739660914056e-05,3.028088711850771e-13,6.01438981472364e-09
9982,5.009016216644839e-05,5.009016240364872e-05,2.3720032828102727e-13,4.735467365683832e-09
10034,4.9830575917725424e-05,4.9830576244858094e-05,3.271326690979827e-13,6.564898419759525e-09
10086,4.957366634654231e-05,4.9573665819480084e-05,5.27062226328423e-13,1.0631899255625358e-08
10139,4.931452794003735e-05,4.931452713208273e-05,8.079546214467999e-13,1.638370385354211e-08
10191,4.906289851794878e-05,4.906289905193262e-05,5.339838407602063e-13,1.088365866857332e-08
10244,4.8809058845064224e-05,4.8809059080667794e-05,2.3560356953149925e-13,4.827045944060945e-09
10298,4.85531169956591e-05,4.855311635765247e-05,6.380066288648456e-13,1.3140384559077571e-08
10351,4.830451152867714e-05,4.830451143789105e-05,9.078608904141555e-14,1.8794536197207626e-09
10405,4.805382016774773e-05,4.8053820137283765e-05,3.046396685260633e-14,6.339551516666477e-10
10459,4.780571745456608e-05,4.7805717258597724e-05,1.9596835683062877e-13,4.099266097551501e-09
10513,4.7560163499383186e-05,4.756016278406605e-05,7.153171352231209e-13,1.504025811922194e-08
10568,4.7312641832017124e-05,4.7312641981989145e-05,1.499720215635686e-13,3.1698086548631584e-09
10623,4.7067683224354386e-05,4.706768231699243e-05,9.073619541269048e-13,1.9277812120087645e-08
10678,4.6825248071146104e-05,4.682524740928784e-05,6.618582635078973e-13,1.4134645106466332e-08
10733,4.6585297578953234e-05,4.658529724110849e-05,3.3784474241620177e-13,7.252175256444785e-09
10789,4.6343497907696735e-05,4.634349716070574e-05,7.469909971613217e-13,1.6118571771365177e-08
10845,4.6104195383789915e-05,4.610419455275405e-05,8.310358626836649e-13,1.802516789992293e-08
10902,4.5863144280708675e-05,4.586314389598556e-05,3.847231168081604e-13,8.388502856529742e-09
10958,4.562876427806242e-05,4.562876347335987e-05,8.04702550254166e-13,1.7635861128087884e-08
11015,4.539264629775341e-05,4.539264591585379e-05,3.818996171817829e-13,8.413248583850111e-09
11072,4.515895944547816e-05,4.5158960347180255e-05,9.017020935258788e-13,1.9967291199756987e-08
11130,4.492362973862837e-05,4.492363041208591e-05,6.734575462401249e-13,1.4991165009559337e-08
11188,4.4690739989396576e-05,4.4690739741781726e-05,2.476148490892713e-13,5.540629874287625e-09
11246,4.446025244634919e-05,4.4460251956479624e-05,4.898695652681001e-13,1.1018146283789833e-08
11304,4.4232130132852024e-05,4.4232130676391535e-05,5.435395108175159e-13,1.2288341284604311e-08
11363,4.4002464052793415e-05,4.400246325531043e-05,7.974829835128566e-13,1.8123598318404395e-08
11422,4.3775170639280965e-05,4.377517143439036e-05,7.951093939067427e-13,1.816347902921168e-08
11481,4.3550213313447386e-05,4.3550213376875035e-05,6.34276499053045e-14,1.4564256998878897e-09
11541,4.332380201555533e-05,4.332380194682628e-05,6.872905293931614e-14,1.586404002922899e-09
11601,4.309973270159525e-05,4.309973337512929e-05,6.735340367033937e-13,1.5627336748621277e-08
11661,4.287796922054197e-05,4.287796946300659e-05,2.424646244956856e-13,5.65475998288477e-09
11722,4.265483698091473e-05,4.265483767085243e-05,6.899376970887112e-13,1.6174899399976924e-08
11783,4.2434015030100754e-05,4.243401417625137e-05,8.538493872990889e-13,2.0121814697322587e-08
11844,4.221546767214852e-05,4.221546805638354e-05,3.8423502254263456e-13,9.10175923021059e-09
11906,4.199563238015987e-05,4.1995632273028605e-05,1.0713126349579105e-13,2.551009650860822e-09
11967,4.1781565900154616e-05,4.1781566324061714e-05,4.2390709811736954e-13,1.0145792504052626e-08
12030,4.156275969545042e-05,4.156276008870918e-05,3.9325876268533205e-13,9.461805846554008e-09
12092,4.1349652592218254e-05,4.134965274715796e-05,1.549397071688892e-13,3.7470618845791194e-09
12155,4.113533518337656e-05,4.113533577765338e-05,5.942768182393664e-13,1.4446869475844773e-08
12218,4.092322795569199e-05,4.0923227061284706e-05,8.944072831537989e-13,2.1855736407748263e-08
12282,4.070998202013912e-05,4.0709981476538815e-05,5.43600307454338e-13,1.3352997974438317e-08
12345,4.050222755607815e-05,4.050222742080223e-05,1.3527591861354354e-13,3.3399624360473665e-09
12410,4.029008857279246e-05,4.029008778161369e-05,7.911787680081953e-13,1.9637057053840065e-08
12474,4.008337335230572e-05,4.0083374187815934e-05,8.355102159717138e-13,2.084430890155239e-08
12539,3.9875588101520756e-05,3.9875587390270084e-05,7.112506723448882e-13,1.7836744389426644e-08
12604,3.9669945986444597e-05,3.9669945181231014e-05,8.052135821719035e-13,2.0297824011332124e-08
12669,3.946641402014374e-05,3.946641481888946e-05,7.987457199018326e-13,2.0238619082396266e-08
12735,3.926187665718513e-05,3.9261876736418344e-05,7.923321693843396e-14,2.0180700385327574e-09
12801,3.905944842099677e-05,3.905944868165534e-05,2.606585669420562e-13,6.673380641031704e-09
12868,3.885607703179225e-05,3.8856076571391895e-05,4.604003539087492e-13,1.1848863526084921e-08
12935,3.865481246640145e-05,3.865481266984716e-05,2.0344571296723735e-13,5.263140602326586e-09
13002,3.845562215509788e-05,3.845562241622247e-05,2.611245909171084e-13,6.790283872250194e-09
13070,3.825554699833639e-05,3.825554631475825e-05,6.835781398394081e-13,1.786873260155278e-08
13138,3.805754294990194e-05,3.805754204222467e-05,9.076772739999815e-13,2.385012808616748e-08
13206,3.786157801629944e-05,3.7861578675801866e-05,6.595024277123579e-13,1.7418778145708603e-08
13274,3.766762085961844e-05,3.7667621654691175e-05,7.950727343207856e-13,2.1107590980696713e-08
13343,3.747283214403758e-05,3.747283153643366e-05,6.076039194349847e-13,1.621451821681064e-08
13413,3.7277268269977084e-05,3.727726834767964e-05,7.770255386384609e-14,2.0844487128480743e-09
13482,3.7086485633607496e-05,3.7086485463078134e-05,1.7052936211563174e-13,4.5981537264102295e-09
13552,3.689492320833694e-05,3.689492405101191e-05,8.426749695169405e-13,2.2839862404877587e-08
13623,3.670263519976938e-05,3.670263504318427e-05,1.5658510593838035e-13,4.266317802144197e-09
13694,3.651234112263944e-05,3.651234146673232e-05,3.440928843397549e-13,9.424015928860843e-09
13765,3.632401012279572e-05,3.63240105798468e-05,4.570510772150885e-13,1.2582616172333314e-08
13836,3.61376119794042e-05,3.613761145970784e-05,5.196963600564639e-13,1.4381037694263053e-08
13908,3.595053202141067e-05,3.595053203753196e-05,1.6121286705757243e-14,4.484297115869123e-10
13980,3.5765379067268874e-05,3.576537892513443e-05,1.4213444603141528e-13,3.9740791161218636e-09
14053,3.557959150124858e-05,3.557959098543506e-05,5.158135203686687e-13,1.4497454821834236e-08
14126,3.5395724152171274e-05,3.539572389854584e-05,2.5362543554056927e-13,7.165425813869418e-09
14199,3.521374740333798e-05,3.52137467416469e-05,6.616910795329001e-13,1.879070329987592e-08
14273,3.503117770520621e-05,3.503117841319181e-05,7.079855975024481e-13,2.0210156891106454e-08
14347,3.485049134960073e-05,3.4850490919779986e-05,4.2982074334192016e-13,1.233327642443252e-08
14422,3.46692552627251e-05,3.4669255910557695e-05,6.478325973000194e-13,1.8686083458981633e-08
14497,3.44898944198954e-05,3.4489894460421056e-05,4.0525654392605664e-14,1.1750008248569342e-09
14572,3.431237986627301e-05,3.4312379284529015e-05,5.817439967790473e-13,1.6954347062089575e-08
14648,3.413435277289889e-05,3.413435297261458e-05,1.99715691575654e-13,5.850870907217526e-09
14724,3.3958163503356534e-05,3.3958163839997724e-05,3.3664118991331635e-13,9.913409771999055e-09
14801,3.3781501211364446e-05,3.3781501770135947e-05,5.587715010200826e-13,1.6540753992072625e-08
14877,3.36089264929233e-05,3.360892696946394e-05,4.765406344813157e-13,1.4178990054373089e-08
14955,3.3433634198669075e-05,3.343363459862303e-05,3.9995395504591885e-13,1.1962622808795348e-08
15032,3.32623735661793e-05,3.326237310830038e-05,4.578789197838898e-13,1.3765671859613003e-08
15111,3.3088478555527514e-05,3.3088477721321397e-05,8.342061172698575e-13,2.5211377303732248e-08
15189,3.29185594481654e-05,3.2918558645178564e-05,8.029868341975256e-13,2.4393134075685602e-08
15268,3.274823156037311e-05,3.274823211540934e-05,5.550362280242263e-13,1.694858627712423e-08
15347,3.257965722742445e-05,3.2579657272435725e-05,4.5011276606984896e-14,1.3815761256412462e-09
15427,3.241070846404181e-05,3.241070771764498e-05,7.463968272657454e-13,2.3029327732648558e-08
15507,3.2243502900637023e-05,3.224350257369224e-05,3.2694478363775453e-13,1.0139865530283164e-08
15588,3.207595583048284e-05,3.207595545973163e-05,3.70751206699247e-13,1.1558539631947925e-08
15669,3.191014101033068e-05,3.19101418426726e-05,8.323419197256952e-13,2.6083931106923985e-08
15750,3.174603171403776e-05,3.1746032618684694e-05,9.046469357041481e-13,2.849637850339962e-08
15832,3.158160684065823e-05,3.158160689054057e-05,4.98823394699463e-14,1.579474398551744e-09
15914,3.1418876429962746e-05,3.141887646052055e-05,3.055780455063495e-14,9.72593804197701e-10
15997,3.1255860443304096e-05,3.1255860449164174e-05,5.860078860966261e-15,1.8748736326091637e-10
16080,3.109452733311973e-05,3.109452700300608e-05,3.301136490899137e-13,1.0616454964996352e-08
16164,3.093293736213664e-05,3.093293707934208e-05,2.827945600673669e-13,9.142182546605503e-09
16248,3.077301818848539e-05,3.0773018806939945e-05,6.184545537908474e-13,2.0097299199019093e-08
